net,burst,scheme,p,reachable,nodes,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
8,5,oracle,0.2,1.0,100,22,10.764,530.2171232323233,0.0567633095299762,0.6112727272727273,8.18284136759397,12.0,0.0,34.072,1.0,1.0,0,0.0,1.0
9,5,oracle,0.2,1.0,100,21,10.04,530.6632888888889,0.061643408107044474,0.6176565656565656,8.231264272368694,11.0,0.0,33.392,1.0,1.0,0,0.0,1.0
10,5,oracle,0.2,1.0,100,22,10.224,535.3399515151516,0.06760570955419438,0.688040404040404,8.837588373919875,12.0,0.0,35.496,1.0,1.0,0,0.0,1.0
11,5,oracle,0.2,1.0,100,22,11.74,535.6532282828283,0.059145178403823676,0.6936161616161617,9.329715568862275,13.0,0.0,37.928,1.0,1.0,0,0.0,1.0
12,5,oracle,0.2,1.0,100,19,9.776,535.8929050505051,0.07125872006781099,0.6970505050505049,7.613074876472824,11.0,0.0,37.576,1.0,1.0,0,0.0,1.0
13,5,oracle,0.2,1.0,100,18,10.604,532.7341616161617,0.0611322731140913,0.6490909090909092,8.44175869972911,12.0,0.0,35.036,1.0,1.0,0,0.0,1.0
14,5,oracle,0.2,1.0,100,18,9.952,531.2989292929294,0.0628369462187644,0.6274747474747474,7.52436053593179,11.0,0.0,34.348,1.0,1.0,0,0.0,1.0
15,5,oracle,0.2,1.0,100,18,10.06,533.9366020202021,0.06631173899052686,0.6675555555555557,7.943286573146293,11.0,0.0,36.556,1.0,1.0,0,0.0,1.0
16,5,oracle,0.2,0.82,82,20,9.988,534.4580395061729,0.06757945346834235,0.6752592592592592,7.892701788303528,11.0,0.0,29.788,1.0,1.0,0,0.0,1.0
17,5,oracle,0.2,0.97,97,20,11.152,535.1100125,0.06129381475006475,0.685375,8.414550584441757,12.0,0.0,36.372,1.0,1.0,0,0.0,1.0
18,5,oracle,0.2,1.0,100,20,11.016,532.0898505050507,0.05800866496018011,0.6395555555555557,8.239266360983743,12.0,0.0,35.176,1.0,1.0,0,0.0,1.0
19,5,oracle,0.2,1.0,100,19,10.74,531.6270101010102,0.058932242953455075,0.6325252525252525,8.115787224951934,12.0,0.0,34.796,1.0,1.0,0,0.0,1.0
20,5,oracle,0.2,1.0,100,18,9.94,534.5818585858586,0.06801234567901235,0.676969696969697,8.009244372990354,11.0,0.0,36.056,1.0,1.0,0,0.0,1.0
21,5,oracle,0.2,1.0,100,18,10.056,533.845995959596,0.06607943739761922,0.6655353535353535,8.863569476560858,12.0,0.0,34.768,1.0,1.0,0,0.0,1.0
22,5,oracle,0.2,0.97,97,17,10.052,532.6540208333334,0.06429420244107745,0.6477083333333333,8.111612903225806,11.0,0.0,33.484,1.0,1.0,0,0.0,1.0
23,5,oracle,0.2,0.97,97,19,11.044,535.4325541666667,0.062256796675546684,0.68975,9.554183521396636,12.0,0.0,35.276,1.0,1.0,0,0.0,1.0
24,5,oracle,0.2,1.0,100,18,10.0,535.2319191919191,0.0685201020079808,0.6868686868686869,8.08670408360751,11.0,0.0,36.656,1.0,1.0,0,0.0,1.0
25,5,oracle,0.2,0.99,99,18,10.56,532.8451387755102,0.06165545973301075,0.6508979591836735,8.123978758169935,11.0,0.0,35.092,1.0,1.0,0,0.0,1.0
26,5,oracle,0.2,1.0,100,20,12.372,535.4587232323233,0.05577216610549944,0.6907878787878787,9.222330285936588,13.0,0.0,38.104,1.0,1.0,0,0.0,1.0
27,5,oracle,0.2,1.0,100,19,10.192,536.5529818181819,0.06924926476441627,0.7072323232323232,7.842747490651447,11.0,0.0,38.532,1.0,1.0,0,0.0,1.0
28,5,oracle,0.2,1.0,100,18,10.208,532.1472727272728,0.0626984764954462,0.6404040404040404,7.9254324915490155,11.0,0.0,35.16,1.0,1.0,0,0.0,1.0
29,5,oracle,0.2,1.0,100,18,10.808,534.041696969697,0.06181247596399112,0.6690909090909091,8.222622622622623,12.0,0.0,36.48,1.0,1.0,0,0.0,1.0
30,5,oracle,0.2,0.93,93,19,8.988,534.7708304347826,0.07544245911093736,0.6794782608695652,8.147783251231527,10.0,0.0,32.756,1.0,1.0,0,0.0,1.0
31,5,oracle,0.2,1.0,100,17,9.764,533.866004040404,0.06810864006924612,0.6661818181818182,8.045747682386134,11.0,0.0,35.696,1.0,1.0,0,0.0,1.0
32,5,oracle,0.2,1.0,100,20,11.028,534.9881777777779,0.06179361087845936,0.6835151515151515,8.232908017520472,12.0,0.0,37.384,1.0,1.0,0,0.0,1.0
33,5,oracle,0.2,1.0,100,19,11.224,535.7095111111112,0.061573882122366974,0.6942222222222223,9.002030456852792,12.0,0.0,37.312,1.0,1.0,0,0.0,1.0
34,5,oracle,0.2,1.0,100,18,10.452,534.867608080808,0.06525618825618827,0.6813737373737374,8.62665596146126,12.0,0.0,36.46,1.0,1.0,0,0.0,1.0
35,5,oracle,0.2,1.0,100,24,12.676,530.9965454545455,0.04926758002016469,0.6236363636363637,8.963201286949527,14.0,0.0,36.108,1.0,1.0,0,0.0,1.0
36,5,oracle,0.2,0.97,97,21,10.36,529.645825,0.05808705102767603,0.6024583333333332,8.209853249475891,12.0,0.0,32.232,1.0,1.0,0,0.0,1.0
37,5,oracle,0.2,0.96,96,21,11.28,537.3897684210527,0.06360972314235472,0.7193684210526314,9.621756279842225,13.0,0.0,36.168,1.0,1.0,0,0.0,1.0
38,5,oracle,0.2,1.0,100,17,9.56,531.5389575757576,0.06593982246709518,0.6307474747474748,8.137510339123242,11.0,0.0,33.552,1.0,1.0,0,0.0,1.0
39,5,oracle,0.2,1.0,100,19,10.336,533.9527919191921,0.06452569787115242,0.6677979797979798,7.903265557609365,11.0,0.0,36.56,1.0,1.0,0,0.0,1.0
40,5,oracle,0.2,1.0,100,18,10.06,535.3533898989899,0.06854189783280693,0.6883636363636364,8.857348406988695,12.0,0.0,35.824,1.0,1.0,0,0.0,1.0
41,5,oracle,0.2,1.0,100,19,10.224,534.6387515151516,0.06630675127341794,0.67789898989899,8.348796241926014,11.0,0.0,36.276,1.0,1.0,0,0.0,1.0
42,5,oracle,0.2,1.0,100,17,9.812,534.289591919192,0.06853373125191307,0.6724040404040404,8.245235316997277,11.0,0.0,35.48,1.0,1.0,0,0.0,1.0
43,5,oracle,0.2,0.96,96,20,9.372,533.7157978947369,0.070932771322245,0.6638315789473683,7.743600503566933,11.0,0.0,33.96,1.0,1.0,0,0.0,1.0
44,5,oracle,0.2,1.0,100,19,10.184,532.6124606060607,0.06355268244662185,0.6473535353535353,8.038646375650782,11.0,0.0,35.232,1.0,1.0,0,0.0,1.0
45,5,oracle,0.2,1.0,100,17,10.04,535.2798303030303,0.06848893441014654,0.6874343434343434,8.329740518962076,11.0,0.0,36.264,1.0,1.0,0,0.0,1.0
46,5,oracle,0.2,0.99,99,19,10.52,533.3964285714286,0.06249491381634239,0.6591836734693877,8.401547546324577,12.0,0.0,35.308,1.0,1.0,0,0.0,1.0
47,5,oracle,0.2,1.0,100,19,10.424,532.3631474747475,0.0617210339604279,0.6437171717171716,7.968725718725719,11.0,0.0,35.428,1.0,1.0,0,0.0,1.0
48,5,oracle,0.2,0.99,99,18,10.184,532.4203918367347,0.06341739926739927,0.6446122448979593,8.044467005076141,11.0,0.0,35.184,1.0,1.0,0,0.0,1.0
49,5,oracle,0.2,1.0,100,18,10.136,530.250977777778,0.06006712143075779,0.6115555555555555,7.762510425354462,11.0,0.0,33.484,1.0,1.0,0,0.0,1.0
0,5,csma,0.2,0.99,99,19,19.0,1498.3559795918372,1.0,19.0,29.826056985294116,114.0,nan,nan,nan,nan,0,0.0,0.8504983388704319
1,5,csma,0.2,1.0,100,18,18.0,1438.573490909091,1.0,18.0,36.100624566273424,116.0,nan,nan,nan,nan,0,0.0,0.8915240255722829
2,5,csma,0.2,1.0,100,20,20.0,1554.6015353535356,1.0,20.0,31.728112626484823,115.0,nan,nan,nan,nan,0,0.0,0.8588702059323635
3,5,csma,0.2,0.99,99,18,18.0,1441.2706000000003,1.0,18.0,31.549827331031082,114.0,nan,nan,nan,nan,0,0.0,0.7800654223590533
4,5,csma,0.2,1.0,100,19,19.0,1484.7672242424246,1.0,19.0,24.914799310514653,113.0,nan,nan,nan,nan,0,0.0,0.8720206141292678
5,5,csma,0.2,0.97,97,19,19.0,1488.1664666666668,1.0,19.0,30.884414969208905,114.0,nan,nan,nan,nan,0,0.0,0.8593527376348463
6,5,csma,0.2,1.0,100,21,21.0,1570.7508040404043,1.0,21.0,21.660885440438157,109.0,nan,nan,nan,nan,0,0.0,0.9053719008264463
7,5,csma,0.2,1.0,100,18,18.0,1443.3682101010106,1.0,18.0,38.49463619402985,117.0,nan,nan,nan,nan,0,0.0,0.8209841087497607
8,5,csma,0.2,1.0,100,22,22.0,1633.1868202020205,1.0,22.0,22.196035774715977,110.19999999999982,nan,nan,nan,nan,0,0.0,0.8503597122302158
9,5,csma,0.2,1.0,100,21,21.0,1585.7178303030305,1.0,21.0,23.694746586438324,111.0,nan,nan,nan,nan,0,0.0,0.8992715920915713
10,5,csma,0.2,1.0,100,22,22.0,1631.8074181818185,1.0,22.0,22.52101400933956,108.0,nan,nan,nan,nan,0,0.0,0.8875074008288928
11,5,csma,0.2,1.0,100,22,22.0,1642.7690626262631,1.0,22.0,24.358265102898873,110.0,nan,nan,nan,nan,0,0.0,0.8762846616249758
12,5,csma,0.2,1.0,100,19,19.0,1486.667478787879,1.0,19.0,27.893158388003748,113.0,nan,nan,nan,nan,0,0.0,0.8529176658673061
13,5,csma,0.2,1.0,100,18,18.0,1438.758484848485,1.0,18.0,31.575113808801213,114.0,nan,nan,nan,nan,0,0.0,0.8284098051539912
14,5,csma,0.2,1.0,100,18,18.0,1429.3533171717174,1.0,18.0,27.88550420168067,112.0,nan,nan,nan,nan,0,0.0,0.8088360237892949
15,5,csma,0.2,1.0,100,18,18.0,1437.7796323232328,1.0,18.0,33.857142857142854,115.0,nan,nan,nan,nan,0,0.0,0.7898621091474073
16,5,csma,0.2,0.82,82,20,20.0,1530.212740740741,1.0,20.0,21.77358490566038,109.0,nan,nan,nan,nan,0,0.0,0.9217391304347826
17,5,csma,0.2,0.97,97,20,20.0,1546.2119083333337,1.0,20.0,26.85452669589889,114.0,nan,nan,nan,nan,0,0.0,0.7930047044385354
18,5,csma,0.2,1.0,100,20,20.0,1528.5516969696973,1.0,20.0,24.91140529531568,112.0,nan,nan,nan,nan,0,0.0,0.8279932546374368
19,5,csma,0.2,1.0,100,19,19.0,1486.2589858585861,1.0,19.0,32.10711718188354,115.0,nan,nan,nan,nan,0,0.0,0.8242148923563105
20,5,csma,0.2,1.0,100,18,18.0,1430.0012282828286,1.0,18.0,28.887372013651877,112.30000000000018,nan,nan,nan,nan,0,0.0,0.9289790741915028
21,5,csma,0.2,1.0,100,18,18.0,1447.072246464647,1.0,18.0,36.65567054764985,116.0,nan,nan,nan,nan,0,0.0,0.8827559954320517
22,5,csma,0.2,0.97,97,17,17.0,1389.8816541666667,1.0,17.0,35.67702295386042,114.0,nan,nan,nan,nan,0,0.0,0.8933305716652858
23,5,csma,0.2,0.97,97,19,19.0,1497.5506375000002,1.0,19.0,33.00324901369227,114.0,nan,nan,nan,nan,0,0.0,0.8950976319069381
24,5,csma,0.2,1.0,100,18,18.0,1440.3896242424246,1.0,18.0,33.632149446494466,115.0,nan,nan,nan,nan,0,0.0,0.875605815831987
25,5,csma,0.2,0.99,99,18,18.0,1444.8272938775513,1.0,18.0,32.49766985528575,115.0,nan,nan,nan,nan,0,0.0,0.8170340681362726
26,5,csma,0.2,1.0,100,20,20.0,1541.8672121212123,1.0,20.0,29.467293906810035,115.0,nan,nan,nan,nan,0,0.0,0.8693281402142161
27,5,csma,0.2,1.0,100,19,19.0,1473.856888888889,1.0,19.0,28.617518623169794,114.0,nan,nan,nan,nan,0,0.0,0.8100291302538494
28,5,csma,0.2,1.0,100,18,18.0,1440.7037010101014,1.0,18.0,33.39695228578566,115.0,nan,nan,nan,nan,0,0.0,0.7878370399527652
29,5,csma,0.2,1.0,100,18,18.0,1431.973256565657,1.0,18.0,32.96612296110414,116.0,nan,nan,nan,nan,0,0.0,0.826077943615257
30,5,csma,0.2,0.93,93,19,19.0,1482.4748217391307,1.0,19.0,26.359308384651825,111.0,nan,nan,nan,nan,0,0.0,0.9293418445960819
31,5,csma,0.2,1.0,100,17,17.0,1383.4549212121215,1.0,17.0,37.636406067677946,116.0,nan,nan,nan,nan,0,0.0,0.8718209562563581
32,5,csma,0.2,1.0,100,20,20.0,1532.3081010101014,1.0,20.0,24.2597679374852,112.0,nan,nan,nan,nan,0,0.0,0.8703627370156637
33,5,csma,0.2,1.0,100,19,19.0,1486.9890787878792,1.0,19.0,30.981755424063117,114.0,nan,nan,nan,nan,0,0.0,0.833710174717369
34,5,csma,0.2,1.0,100,18,18.0,1430.406383838384,1.0,18.0,30.4249476378869,114.0,nan,nan,nan,nan,0,0.0,0.9055848261327714
35,5,csma,0.2,1.0,100,24,24.0,1721.0659797979804,1.0,24.0,19.20431689968114,105.19999999999982,nan,nan,nan,nan,0,0.0,0.8606713109563014
36,5,csma,0.2,0.97,97,21,21.0,1584.4180000000006,1.0,21.0,22.198813760379597,110.0,nan,nan,nan,nan,0,0.0,0.8935764256942972
37,5,csma,0.2,0.96,96,21,21.0,1582.9167578947372,1.0,21.0,25.472591555866572,111.0,nan,nan,nan,nan,0,0.0,0.9168092386655261
38,5,csma,0.2,1.0,100,17,17.0,1386.989583838384,1.0,17.0,36.275570776255705,116.0,nan,nan,nan,nan,0,0.0,0.9027205276174773
39,5,csma,0.2,1.0,100,19,19.0,1482.1042060606062,1.0,19.0,27.86106791083463,113.0,nan,nan,nan,nan,0,0.0,0.8137523729171061
40,5,csma,0.2,1.0,100,18,18.0,1442.360076767677,1.0,18.0,37.14660040659589,116.0,nan,nan,nan,nan,0,0.0,0.8925403225806452
41,5,csma,0.2,1.0,100,19,19.0,1483.7263151515153,1.0,19.0,28.809684684684683,112.0,nan,nan,nan,nan,0,0.0,0.9017059301380991
42,5,csma,0.2,1.0,100,17,17.0,1391.1818222222225,1.0,17.0,41.207869001591995,117.0,nan,nan,nan,nan,0,0.0,0.9036169338265516
43,5,csma,0.2,0.96,96,20,20.0,1538.437608421053,1.0,20.0,25.334479054779806,112.0,nan,nan,nan,nan,0,0.0,0.9243447180301827
44,5,csma,0.2,1.0,100,19,19.0,1487.1511191919194,1.0,19.0,27.37346989757682,112.0,nan,nan,nan,nan,0,0.0,0.794088474509026
45,5,csma,0.2,1.0,100,17,17.0,1390.5109131313134,1.0,17.0,36.21015180265655,115.0,nan,nan,nan,nan,0,0.0,0.8403428343631653
46,5,csma,0.2,0.99,99,19,19.0,1484.8783632653065,1.0,19.0,28.108264862252295,113.0,nan,nan,nan,nan,0,0.0,0.8642439431913116
47,5,csma,0.2,1.0,100,19,19.0,1490.267882828283,1.0,19.0,29.81650700073692,115.0,nan,nan,nan,nan,0,0.0,0.8313253012048193
48,5,csma,0.2,0.99,99,18,18.0,1441.3124653061227,1.0,18.0,34.729689067201605,116.0,nan,nan,nan,nan,0,0.0,0.8082691528171869
49,5,csma,0.2,1.0,100,18,18.0,1439.5457252525255,1.0,18.0,32.26313309776207,114.0,nan,nan,nan,nan,0,0.0,0.8382701421800948
0,5,bsps_ack,0.2,0.99,99,19,15.688,589.5457959183674,0.0603557869590867,0.9438775510204082,20.84675215471936,112.0,34.68,67.088,0.48710372913838534,0.8989773783700031,0,0.08135379440824049,1.0
1,5,bsps_ack,0.2,1.0,100,18,15.056,592.1204929292929,0.0679175175883732,1.0206060606060607,21.297427963643397,113.0,33.084,70.124,0.4849808360816472,0.8921148135928736,0,0.07909495262038291,1.0
2,5,bsps_ack,0.2,1.0,100,20,15.656,589.2595717171719,0.061087474979631844,0.953090909090909,20.312879581151833,112.0,34.588,68.964,0.48824105830475256,0.9047936085219707,0,0.07246073298429319,1.0
3,5,bsps_ack,0.2,0.99,99,18,14.468,588.9217714285714,0.0654798126943085,0.945265306122449,18.317460317460316,110.0,34.116,67.82,0.48831392167591653,0.9055191768007483,0,0.06910569105691057,1.0
4,5,bsps_ack,0.2,1.0,100,19,14.656,589.8056040404041,0.06451696901500822,0.9431111111111111,20.783129995793015,112.0,35.344,67.628,0.4860619128292007,0.8912377450980392,0,0.08477071939419437,1.0
5,5,bsps_ack,0.2,0.97,97,19,15.176,589.3831625000001,0.06385670697766287,0.96725,19.64840362633031,111.0,33.232,67.852,0.4854094759962347,0.8977727013135351,0,0.07548285376428852,1.0
6,5,bsps_ack,0.2,1.0,100,21,15.404,590.3640000000001,0.06366281051059174,0.9751919191919192,20.716958598726116,112.0,34.092,68.788,0.48604403699762627,0.8964361864148644,0,0.0804140127388535,1.0
7,5,bsps_ack,0.2,1.0,100,18,13.74,588.0769575757577,0.06688720999407273,0.9165656565656566,19.47327462625435,111.0,35.032,67.732,0.4864134630230045,0.8953276699029126,0,0.08171206225680934,1.0
8,5,bsps_ack,0.2,1.0,100,22,16.94,587.0967474747475,0.05328392959141153,0.8983838383838383,21.176470588235293,113.0,36.092,68.328,0.4882272028481269,0.9010722933241093,0,0.07496283712040773,1.0
9,5,bsps_ack,0.2,1.0,100,21,15.68,588.4061696969698,0.058702636752843144,0.9141818181818182,21.000207598090096,113.0,36.284,67.8,0.4871634802965275,0.8979591836734694,0,0.08054805895785759,1.0
10,5,bsps_ack,0.2,1.0,100,22,15.944,591.8602868686869,0.06250395479420247,0.9921212121212121,19.649057344854675,110.0,35.148,69.136,0.48943477936235347,0.9112302651176646,0,0.06696779261586802,1.0
11,5,bsps_ack,0.2,1.0,100,22,16.72,589.803486868687,0.058574125326189316,0.9777777777777777,21.503555389221557,113.0,33.788,69.72,0.48536120096209673,0.8980540226546616,0,0.0782185628742515,1.0
12,5,bsps_ack,0.2,1.0,100,19,14.364,589.8905090909092,0.06802094977709951,0.9727676767676767,19.23755226149753,111.0,33.576,69.252,0.4857075360264588,0.8980568853843988,0,0.07639680729760548,1.0
13,5,bsps_ack,0.2,1.0,100,18,15.088,588.8650545454545,0.062129308491073204,0.934949494949495,20.353615336528442,112.0,34.98,68.232,0.4874387023764617,0.8901502504173623,0,0.0814753073556991,1.0
14,5,bsps_ack,0.2,1.0,100,18,14.104,588.8959030303031,0.06641514411514413,0.9364848484848485,18.85485180673975,110.0,35.988,68.54,0.4872130642427977,0.8987148102815178,0,0.07592367032074705,1.0
15,5,bsps_ack,0.2,1.0,100,18,14.232,589.3435878787878,0.06769420394420393,0.9605252525252526,18.919639278557113,111.0,35.184,69.96,0.48713550600343053,0.9045133558489408,0,0.07134268537074148,1.0
16,5,bsps_ack,0.2,0.82,82,20,14.616,590.0418172839508,0.06645209746680333,0.9698765432098765,19.48066698888352,112.0,27.636,55.9,0.48736066878980894,0.9045151739452257,0,0.07394876752054133,1.0
17,5,bsps_ack,0.2,0.97,97,20,15.636,589.5535208333333,0.062125465918204885,0.969875,20.092906086255542,112.0,33.524,67.944,0.48593481989708404,0.8941747572815534,0,0.07678355501813784,1.0
18,5,bsps_ack,0.2,1.0,100,20,15.82,588.48938989899,0.05906809391731993,0.9324444444444443,20.796581909128804,112.0,35.656,68.84,0.4863111251780345,0.8881748071979434,0,0.08357649020425177,1.0
19,5,bsps_ack,0.2,1.0,100,19,15.76,588.7654464646466,0.0596229425258837,0.9383030303030303,20.477034821619313,112.0,35.476,68.516,0.487535916750796,0.8968940121677874,0,0.07904293954283273,1.0
20,5,bsps_ack,0.2,1.0,100,18,14.0,590.327684848485,0.06939171199171199,0.9705050505050504,18.868569131832796,111.0,34.456,68.784,0.4877039581544227,0.9015982450642431,0,0.0727491961414791,1.0
21,5,bsps_ack,0.2,1.0,100,18,14.532,590.7694707070708,0.06670832542383345,0.9662222222222223,20.843178473828043,112.0,34.936,67.968,0.4879335764724141,0.8975265017667845,0,0.08114357788522178,1.0
22,5,bsps_ack,0.2,0.97,97,17,14.12,589.7002875000001,0.06709144258519258,0.9465416666666667,20.483010752688173,112.0,33.996,65.632,0.48722556449722637,0.8953452046235552,0,0.0853763440860215,1.0
23,5,bsps_ack,0.2,0.97,97,19,15.388,591.5450583333335,0.06484272613960114,0.9966666666666666,21.182243985522675,113.0,33.852,67.356,0.4868077214869763,0.8929684793903706,0,0.07621886310410901,1.0
24,5,bsps_ack,0.2,1.0,100,18,14.336,590.6113373737375,0.06859489254391216,0.9815353535353536,19.494484226824074,112.0,33.552,68.448,0.4873859807708111,0.9081356949864905,0,0.07199535513837817,1.0
25,5,bsps_ack,0.2,0.99,99,18,15.056,588.8813306122449,0.06258561274326581,0.9411020408163265,19.398080065359476,111.0,34.528,67.808,0.48791348600508905,0.9013862633900441,0,0.07475490196078431,1.0
26,5,bsps_ack,0.2,1.0,100,20,16.624,589.5343757575757,0.05881909293931998,0.9771717171717171,20.364909550671076,112.0,33.316,69.596,0.4870046868342565,0.9029096477794794,0,0.07527718342734876,1.0
27,5,bsps_ack,0.2,1.0,100,19,14.208,589.8828121212123,0.06932513684572507,0.9831515151515151,18.32887226923834,110.0,33.432,70.192,0.4863137190624488,0.8978168587022438,0,0.07341074591615823,1.0
28,5,bsps_ack,0.2,1.0,100,18,14.404,588.018804040404,0.06405856997033467,0.9218181818181819,19.189898588188505,111.0,34.636,67.988,0.48762588804746665,0.9009714822939517,0,0.07615828196460529,1.0
29,5,bsps_ack,0.2,1.0,100,18,15.112,589.8727434343435,0.06430729433964728,0.9706262626262626,19.38938938938939,111.0,35.0,69.608,0.48671984211824687,0.894464227905471,0,0.07407407407407407,1.0
30,5,bsps_ack,0.2,0.93,93,19,14.14,592.1462260869564,0.0708699071424455,0.9989565217391304,19.88095238095238,112.0,32.536,63.72,0.48769665187575634,0.9096870342771982,0,0.07163382594417077,1.0
31,5,bsps_ack,0.2,1.0,100,17,13.604,589.9546383838385,0.0708260408436879,0.9615353535353535,19.13018943974204,111.0,34.94,68.832,0.4875696023841267,0.9024315173899662,0,0.07335751713018944,1.0
32,5,bsps_ack,0.2,1.0,100,20,15.496,589.7286545454546,0.06298596530557314,0.9742626262626262,19.550180917920397,111.0,34.024,69.624,0.487121624776282,0.902618417181524,0,0.0738906874880975,1.0
33,5,bsps_ack,0.2,1.0,100,19,15.436,591.261890909091,0.06508674103865023,1.0033131313131314,19.461928934010153,112.0,34.768,70.352,0.4880962120592326,0.9022134126197555,0,0.06761421319796955,1.0
34,5,bsps_ack,0.2,1.0,100,18,14.38,590.3329575757576,0.06788640197855886,0.9745454545454546,19.501806503412283,111.0,33.968,68.62,0.48752318327432137,0.9059910771191841,0,0.0718586912886391,1.0
35,5,bsps_ack,0.2,1.0,100,24,19.448,585.6902101010102,0.0460608187529848,0.8919191919191919,22.141765533882968,113.0,35.068,69.4,0.4869741242738954,0.9023545706371191,0,0.07359742610094511,1.0
36,5,bsps_ack,0.2,0.97,97,21,15.824,587.2264500000001,0.056530534323490984,0.8934583333333334,21.18658280922432,113.0,34.136,64.648,0.4868796140632995,0.9013729335948445,0,0.0819706498951782,1.0
37,5,bsps_ack,0.2,0.96,96,21,16.664,592.0820926315789,0.061029163294837076,1.0133473684210528,21.5214864023251,113.0,33.1,67.44,0.4865211810012837,0.8990857946554149,0,0.07452771434502803,1.0
38,5,bsps_ack,0.2,1.0,100,17,14.0,589.8607393939395,0.06764359932996297,0.9445656565656566,19.59387923904053,111.0,35.808,67.572,0.48790778271679347,0.9011465757669662,0,0.07547559966914806,1.0
39,5,bsps_ack,0.2,1.0,100,19,14.652,589.1347272727273,0.06525741702016212,0.955030303030303,19.534195933456562,111.0,34.456,69.1,0.4876210979547901,0.9032461393003467,0,0.07660710618196755,1.0
40,5,bsps_ack,0.2,1.0,100,18,14.324,591.8668080808081,0.06967944582650465,0.9951515151515151,20.789311408016445,113.0,35.524,69.392,0.4867475848402279,0.8986938515450781,0,0.08016443987667009,1.0
41,5,bsps_ack,0.2,1.0,100,19,14.672,589.7853494949494,0.06553662971015914,0.9602020202020203,20.63593658250147,113.0,33.572,67.948,0.4853363085750717,0.895422943221321,0,0.08181640242708944,1.0
42,5,bsps_ack,0.2,1.0,100,17,14.152,590.7115636363637,0.0688248255012961,0.971878787878788,19.3220536756126,111.0,35.184,68.784,0.48686679174484054,0.8996259351620948,0,0.07390120575651497,1.0
43,5,bsps_ack,0.2,0.96,96,20,14.532,589.7830105263158,0.06627584861303129,0.9547789473684211,19.223248006714226,110.0,32.864,65.244,0.4874538745387454,0.9002898550724637,0,0.07826269408308854,1.0
44,5,bsps_ack,0.2,1.0,100,19,15.08,589.1015232323232,0.06271936284485305,0.9443636363636363,20.191029235082098,112.0,35.536,68.916,0.48685313619388765,0.8990825688073395,0,0.07749299158990788,1.0
45,5,bsps_ack,0.2,1.0,100,17,14.112,591.2157454545456,0.0701455081955082,0.9886464646464647,19.66686626746507,111.0,34.156,68.632,0.48717948717948717,0.9030915576694412,0,0.07684630738522955,1.0
46,5,bsps_ack,0.2,0.99,99,19,15.388,589.8650734693879,0.0627024183396127,0.9628571428571429,20.764406434534717,112.0,34.66,68.136,0.4871732817037754,0.897229381443299,0,0.07717369171248219,1.0
47,5,bsps_ack,0.2,1.0,100,19,15.12,587.7158141414143,0.06092498703184978,0.9174545454545454,19.363247863247864,111.0,34.98,68.7,0.4871739287520775,0.9033051078940181,0,0.07303807303807304,1.0
