net,sigma,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
14,14,rand_dt,0.2,1.0,100,18,4,23,20.044,552.1770343434343,0.057247076922286685,1.1452121212121211,78.11558287073751,213.0,66.624,99.0,0.0,1.0,0,0.0,1.0
15,14,rand_dt,0.2,0.99,99,11,4,21,17.252,554.4678693877552,0.069815400897201,1.2020408163265306,81.92905894519131,211.0,67.2,98.0,0.0,1.0,0,0.0,1.0
16,14,rand_dt,0.2,1.0,100,13,5,21,18.104,554.215098989899,0.06572868842734683,1.187757575757576,95.07463295269169,214.0,67.412,99.0,0.0,1.0,0,0.0,1.0
17,14,rand_dt,0.2,1.0,100,16,5,20,17.664,552.751296969697,0.0657601107393161,1.1588686868686868,87.26470588235294,214.0,67.272,99.0,0.0,1.0,0,0.0,1.0
18,14,rand_dt,0.2,1.0,100,10,5,19,16.484,555.8533131313131,0.07414394547469882,1.2208080808080808,108.28760162601625,215.0,67.14,99.0,0.0,1.0,0,0.0,1.0
19,14,rand_dt,0.2,1.0,100,13,4,24,19.392,553.2490707070708,0.06069553175868966,1.176121212121212,100.04352310231023,216.0,68.564,99.0,0.0,1.0,0,0.0,1.0
20,14,rand_dt,0.2,1.0,100,13,4,23,19.276,553.7073010101011,0.061452650793695926,1.181858585858586,103.40741499385497,217.0,67.996,99.0,0.0,1.0,0,0.0,1.0
21,14,rand_dt,0.2,1.0,100,15,5,23,20.26,553.3486707070707,0.057798235517727926,1.1693737373737374,88.80472188875551,216.0,67.232,99.0,0.0,1.0,0,0.0,1.0
22,14,rand_dt,0.2,0.95,95,15,4,23,21.228,551.5156382978723,0.05419045656779237,1.149063829787234,68.5369342442357,209.0,64.988,94.0,0.0,1.0,0,0.0,1.0
23,14,rand_dt,0.2,1.0,100,17,4,23,19.404,550.7605171717172,0.05848737541400936,1.1322828282828281,74.4294754031435,212.0,68.904,99.0,0.0,1.0,0,0.0,1.0
24,14,rand_dt,0.2,1.0,100,13,4,22,19.168,553.8316404040405,0.06181990283329996,1.182828282828283,86.38524919614147,214.0,67.9,99.0,0.0,1.0,0,0.0,1.0
25,14,rand_dt,0.2,1.0,100,13,5,21,19.48,553.050298989899,0.06042591725717723,1.1744242424242424,79.45096864389855,214.0,68.732,99.0,0.0,1.0,0,0.0,1.0
26,14,rand_dt,0.2,1.0,100,17,5,26,24.036,551.1829252525254,0.04732484555701947,1.1362424242424245,85.78659898477157,218.0,68.512,99.0,0.0,1.0,0,0.0,1.0
27,14,rand_dt,0.2,1.0,100,19,4,24,21.168,551.5538343434345,0.053580720325987645,1.1322828282828283,78.19968114786768,214.0,66.904,99.0,0.0,1.0,0,0.0,1.0
28,14,rand_dt,0.2,1.0,100,12,4,23,18.94,553.7217131313132,0.06288196585740445,1.1891717171717173,79.47641509433963,212.0,68.272,99.0,0.0,1.0,0,0.0,1.0
29,14,rand_dt,0.2,1.0,100,17,4,23,20.184,551.2987434343435,0.0564512512499892,1.136929292929293,73.84214792299899,212.0,68.444,99.0,0.0,1.0,0,0.0,1.0
30,14,rand_dt,0.2,1.0,100,15,5,23,20.708,553.0007393939394,0.05648487890385124,1.1683636363636365,79.54036243822075,214.0,67.332,99.0,0.0,1.0,0,0.0,1.0
31,14,rand_dt,0.2,1.0,100,11,5,22,18.756,557.5369373737375,0.06703350463701341,1.2555151515151515,106.1989847715736,216.0,67.704,99.0,0.0,1.0,0,0.0,1.0
32,14,rand_dt,0.2,1.0,100,14,4,21,18.432,553.928206060606,0.0641687316925707,1.1804040404040403,90.3129292929293,215.0,67.14,99.0,0.0,1.0,0,0.0,1.0
33,14,rand_dt,0.2,1.0,100,17,5,22,19.804,552.1451393939394,0.058017357289765585,1.1465050505050505,77.76359577922078,214.0,67.496,99.0,0.0,1.0,0,0.0,1.0
34,14,rand_dt,0.2,1.0,100,11,5,23,18.628,555.7985777777778,0.06537972550707329,1.216,106.3447933227345,217.0,66.616,99.0,0.0,1.0,0,0.0,1.0
35,14,rand_dt,0.2,1.0,100,12,5,20,19.004,553.704307070707,0.06256140310263586,1.1864242424242426,85.0003994407829,213.0,68.544,99.0,0.0,1.0,0,0.0,1.0
36,14,rand_dt,0.2,1.0,100,14,5,19,18.088,553.7222101010102,0.0652794215187404,1.1783838383838383,96.31898837446461,216.0,67.34,99.0,0.0,1.0,0,0.0,1.0
37,14,rand_dt,0.2,1.0,100,14,5,24,20.732,554.4529454545456,0.05827438762995243,1.2059797979797982,89.93338798934208,213.0,68.608,99.0,0.0,1.0,0,0.0,1.0
38,14,rand_dt,0.2,1.0,100,19,4,28,22.312,549.3367838383839,0.04976618893622846,1.1082020202020204,64.44222038794882,207.0,69.288,99.0,0.0,1.0,0,0.0,1.0
39,14,rand_dt,0.2,1.0,100,12,5,23,21.264,553.3480282828284,0.055677048672305586,1.1822626262626263,84.75957275292221,214.0,68.956,99.0,0.0,1.0,0,0.0,1.0
0,14,static,0.2,0.99,99,16,4,24,24.0,552.3397387755102,0.04818027210884354,1.1563265306122448,19.532412965186076,24.0,66.68,98.0,0.0,1.0,0,0.0,1.0
1,14,static,0.2,1.0,100,16,5,23,23.0,553.1041090909091,0.05068247694334651,1.1656969696969697,19.243216478510597,23.0,66.596,99.0,0.0,1.0,0,0.0,1.0
2,14,static,0.2,1.0,100,12,4,22,22.0,555.587393939394,0.054964187327823696,1.2092121212121212,18.189135210705015,22.0,66.288,99.0,0.0,1.0,0,0.0,1.0
3,14,static,0.2,0.99,99,12,4,22,22.0,555.1046000000001,0.05466975881261595,1.2027346938775512,19.475005019072476,22.0,66.132,98.0,0.0,1.0,0,0.0,1.0
4,14,static,0.2,1.0,100,14,5,22,22.0,554.069292929293,0.05404591368227732,1.189010101010101,17.276929342292814,22.0,67.288,99.0,0.0,1.0,0,0.0,1.0
5,14,static,0.2,1.0,100,19,5,23,23.0,551.4725212121213,0.0492736056214317,1.1332929292929292,18.98825910931174,23.0,66.804,99.0,0.0,1.0,0,0.0,1.0
6,14,static,0.2,0.99,99,11,5,22,22.0,557.0661510204081,0.05602782931354361,1.232612244897959,18.499185667752442,22.0,64.204,98.0,0.0,1.0,0,0.0,1.0
7,14,static,0.2,0.99,99,15,5,24,24.0,553.679930612245,0.04899829931972789,1.1759591836734693,19.993132154006243,24.0,65.756,98.0,0.0,1.0,0,0.0,1.0
8,14,static,0.2,1.0,100,16,4,23,23.0,552.7675474747475,0.05054369784804567,1.1625050505050505,18.915885947046842,23.0,66.912,99.0,0.0,1.0,0,0.0,1.0
9,14,static,0.2,1.0,100,12,4,21,21.0,555.9039232323232,0.058253006253006265,1.2233131313131311,17.769154228855722,21.0,66.892,99.0,0.0,1.0,0,0.0,1.0
10,14,static,0.2,1.0,100,17,5,22,22.0,553.115878787879,0.05268319559228649,1.159030303030303,17.850253292806485,22.0,66.256,99.0,0.0,1.0,0,0.0,1.0
11,14,static,0.2,1.0,100,19,5,22,22.0,551.3199676767678,0.051507805325987144,1.1331717171717173,16.584790565270435,21.0,66.816,99.0,0.0,1.0,0,0.0,1.0
12,14,static,0.2,1.0,100,11,4,22,22.0,556.1238262626264,0.05589164370982553,1.2296161616161616,17.67969379532635,22.0,67.268,99.0,0.0,1.0,0,0.0,1.0
13,14,static,0.2,1.0,100,10,5,20,20.0,556.568501010101,0.06185858585858587,1.2371717171717174,18.110693400167083,20.0,67.52,99.0,0.0,1.0,0,0.0,1.0
14,14,static,0.2,1.0,100,18,4,23,23.0,553.6267191919193,0.050633289415898106,1.1645656565656566,18.278508341511287,23.0,64.708,99.0,0.0,1.0,0,0.0,1.0
15,14,static,0.2,0.99,99,11,4,21,21.0,555.8852530612245,0.05807385811467444,1.2195510204081634,17.215253894396117,21.0,65.484,98.0,0.0,1.0,0,0.0,1.0
16,14,static,0.2,1.0,100,13,5,21,21.0,555.1100080808083,0.0570947570947571,1.198989898989899,17.717271051014137,21.0,66.3,99.0,0.0,1.0,0,0.0,1.0
17,14,static,0.2,1.0,100,16,5,20,20.0,553.9226868686869,0.05872929292929292,1.1745858585858586,16.27367773677737,20.0,65.716,99.0,0.0,1.0,0,0.0,1.0
18,14,static,0.2,1.0,100,10,5,19,19.0,556.576888888889,0.06477405635300372,1.2307070707070709,16.273961499493414,19.0,66.16,99.0,0.0,1.0,0,0.0,1.0
19,14,static,0.2,1.0,100,13,4,24,24.0,554.9448,0.04988552188552188,1.1972525252525252,18.35407466880771,24.0,66.472,99.0,0.0,1.0,0,0.0,1.0
20,14,static,0.2,1.0,100,13,4,23,23.0,554.8246505050505,0.052,1.196,20.069182389937108,23.0,66.596,99.0,0.0,1.0,0,0.0,1.0
21,14,static,0.2,1.0,100,15,5,23,23.0,554.2646141414142,0.051376372419850685,1.1816565656565658,19.08509366281387,23.0,66.016,99.0,0.0,1.0,0,0.0,1.0
22,14,static,0.2,0.95,95,15,4,23,23.0,552.547829787234,0.05058649398704903,1.1634893617021278,18.201216953420058,23.0,63.632,94.0,0.0,1.0,0,0.0,1.0
23,14,static,0.2,1.0,100,17,4,23,23.0,551.8720606060606,0.049860342555994724,1.146787878787879,18.633822929416564,23.0,67.468,99.0,0.0,1.0,0,0.0,1.0
24,14,static,0.2,1.0,100,13,4,22,22.0,554.7943191919193,0.054358126721763086,1.195878787878788,18.924828698105603,22.0,66.608,99.0,0.0,1.0,0,0.0,1.0
25,14,static,0.2,1.0,100,13,5,21,21.0,553.9527313131313,0.05646753246753247,1.1858181818181819,18.291775065039023,21.0,67.604,99.0,0.0,1.0,0,0.0,1.0
26,14,static,0.2,1.0,100,17,5,26,26.0,552.8343151515152,0.044511266511266516,1.1572929292929293,20.80606544293695,26.0,66.428,99.0,0.0,1.0,0,0.0,1.0
27,14,static,0.2,1.0,100,19,4,24,24.0,552.1138181818183,0.04751515151515152,1.1403636363636365,19.500100341159943,24.0,66.104,99.0,0.0,1.0,0,0.0,1.0
28,14,static,0.2,1.0,100,12,4,23,23.0,554.9297777777779,0.05234606938954765,1.2039595959595961,19.38869758962933,22.0,66.808,99.0,0.0,1.0,0,0.0,1.0
29,14,static,0.2,1.0,100,17,4,23,23.0,551.6201616161617,0.049616161616161614,1.1411717171717173,19.836713788158164,23.0,68.024,99.0,0.0,1.0,0,0.0,1.0
30,14,static,0.2,1.0,100,15,5,23,23.0,555.2761454545455,0.052019323671497586,1.1964444444444444,18.011769399561143,23.0,64.552,99.0,0.0,1.0,0,0.0,1.0
31,14,static,0.2,1.0,100,11,5,22,22.0,558.3547191919192,0.05752249770431588,1.2654949494949497,18.252371134020617,22.0,66.716,99.0,0.0,1.0,0,0.0,1.0
32,14,static,0.2,1.0,100,14,4,21,21.0,554.7758828282829,0.05675228475228475,1.1917979797979796,17.27304671351798,21.0,66.012,99.0,0.0,1.0,0,0.0,1.0
33,14,static,0.2,1.0,100,17,5,22,22.0,553.3764525252527,0.052815426997245174,1.161939393939394,18.685788011115523,22.0,65.968,99.0,0.0,1.0,0,0.0,1.0
34,14,static,0.2,1.0,100,11,5,23,23.0,557.1214262626263,0.053612648221343866,1.233090909090909,19.134596408131046,23.0,64.924,99.0,0.0,1.0,0,0.0,1.0
35,14,static,0.2,1.0,100,12,5,20,20.0,554.6596404040405,0.05992121212121213,1.1984242424242424,17.625049622866218,20.0,67.356,99.0,0.0,1.0,0,0.0,1.0
36,14,static,0.2,1.0,100,14,5,19,19.0,554.5578545454545,0.06262838915470494,1.189939393939394,15.466708023159637,19.0,66.196,99.0,0.0,1.0,0,0.0,1.0
37,14,static,0.2,1.0,100,14,5,24,24.0,555.2734828282829,0.0507020202020202,1.216848484848485,18.672131147540984,24.0,67.532,99.0,0.0,1.0,0,0.0,1.0
38,14,static,0.2,1.0,100,19,4,28,28.0,550.8884363636364,0.04025974025974026,1.1272727272727274,23.694495226487913,28.0,67.4,99.0,0.0,1.0,0,0.0,1.0
39,14,static,0.2,1.0,100,12,5,23,23.0,554.7304808080809,0.05213526570048309,1.199111111111111,18.93960534183775,23.0,67.288,99.0,0.0,1.0,0,0.0,1.0
0,14,bsps,0.2,0.99,99,16,4,24,18.376,538.0097469387755,0.04598460698473967,0.8433061224489795,47.71648659463786,118.0,36.52,65.784,0.44283593170007424,0.693638170974155,0,0.3317326930772309,1.0
1,14,bsps,0.2,1.0,100,16,5,23,17.264,538.8016080808081,0.04958606993281916,0.8542626262626263,45.30837789661319,117.0,36.592,66.848,0.44365940709447155,0.6936865166301533,0,0.319469201822143,1.0
2,14,bsps,0.2,1.0,100,12,4,22,17.184,541.3425696969698,0.05220990414241189,0.8960404040404041,46.19572598362293,117.0,36.04,66.976,0.4433348128421364,0.6922922521075873,0,0.32334731376073494,1.0
3,14,bsps,0.2,0.99,99,12,4,22,16.104,540.4784285714286,0.05509549180188752,0.8846530612244898,46.44348524392692,116.0,36.528,66.244,0.44275288393627876,0.6918225772545722,0,0.32724352539650675,1.0
4,14,bsps,0.2,1.0,100,14,5,22,16.212,539.3880121212122,0.05362961094442002,0.8679191919191919,45.868458562410915,116.0,36.724,66.432,0.4442809856564914,0.6892966360856269,0,0.33455508043168397,1.0
5,14,bsps,0.2,1.0,100,19,5,23,17.996,537.7926383838385,0.04663433179403252,0.8361616161616162,46.23623481781377,118.0,36.816,66.912,0.44611207481710535,0.6962666104197427,0,0.3192307692307692,1.0
6,14,bsps,0.2,0.99,99,11,5,22,17.88,542.5518081632654,0.05135005791790401,0.9177142857142858,46.33957654723127,118.0,36.04,67.66,0.44156177754944775,0.6829437630178199,0,0.318200325732899,1.0
7,14,bsps,0.2,0.99,99,15,5,24,18.432,539.4278204081634,0.04702019177914957,0.8651428571428571,46.395837669094696,118.0,36.204,66.396,0.44605188717368466,0.695910440941284,0,0.31925078043704475,1.0
8,14,bsps,0.2,1.0,100,16,4,23,17.52,538.3635232323234,0.04858637336557873,0.8496161616161617,45.44887983706721,117.0,36.972,66.868,0.4465039887376818,0.692652329749104,0,0.31731160896130345,1.0
9,14,bsps,0.2,1.0,100,12,4,21,16.104,540.8594545454546,0.05561438280406288,0.894060606060606,45.44199004975125,116.0,36.644,66.768,0.4446865693324617,0.6939594621713827,0,0.32119402985074624,1.0
10,14,bsps,0.2,1.0,100,17,5,22,16.932,539.4738585858586,0.051044373684260166,0.8625858585858586,45.98318135764944,117.0,36.764,67.388,0.44310897435897434,0.6869469026548672,0,0.3242147922998987,1.0
11,14,bsps,0.2,1.0,100,19,5,22,18.096,537.5253414141416,0.04609705455007547,0.8315151515151515,46.46380642537617,117.0,36.916,67.052,0.4430715585203153,0.6894758735440932,0,0.3306222041480277,1.0
12,14,bsps,0.2,1.0,100,11,4,22,16.016,540.9156404040405,0.05615743974711982,0.8965656565656566,46.265914585012084,116.0,36.932,66.696,0.4432506053268765,0.6872909698996655,0,0.330378726833199,1.0
13,14,bsps,0.2,1.0,100,10,5,20,15.268,541.3560727272727,0.0593090160670656,0.9035959595959596,46.38554720133668,115.0,36.976,66.536,0.4449843260188088,0.6897550111358575,0,0.33208020050125314,1.0
14,14,bsps,0.2,1.0,100,18,4,23,18.512,540.2787595959596,0.04730097753792284,0.8736565656565657,44.77507360157016,118.0,36.172,68.448,0.4437752534878402,0.6973172230186361,0,0.3055937193326791,1.0
15,14,bsps,0.2,0.99,99,11,4,21,16.488,541.143118367347,0.05450837776213242,0.8975510204081634,45.6004450738418,116.0,36.388,66.9,0.44189089719473296,0.6880389122263985,0,0.3265223548452357,1.0
16,14,bsps,0.2,1.0,100,13,5,21,16.416,541.1800444444444,0.05462983033669308,0.8951919191919193,44.721163695963945,116.0,37.204,67.904,0.4456975127452495,0.6903820816864296,0,0.3136652325343167,1.0
17,14,bsps,0.2,1.0,100,16,5,20,16.416,540.3231151515153,0.05347311825314921,0.8770505050505051,43.169946699467,116.0,36.308,67.728,0.4478512987528795,0.7027884833371117,0,0.3029930299302993,1.0
18,14,bsps,0.2,1.0,100,10,5,19,15.124,541.5184121212122,0.05977266916090446,0.9031919191919192,44.01580547112462,115.0,36.48,67.132,0.4460648148148148,0.6931718061674009,0,0.3159067882472138,1.0
19,14,bsps,0.2,1.0,100,13,4,24,16.828,540.4838626262627,0.05256773038336506,0.8812929292929294,45.8472501003613,117.0,36.124,66.66,0.4435288058273858,0.6871053167651253,0,0.330188679245283,1.0
20,14,bsps,0.2,1.0,100,13,4,23,16.46,540.4646666666667,0.05369050756223099,0.8824242424242424,45.846622032866705,116.0,36.444,66.84,0.44485731272294887,0.6906549853984146,0,0.32176912152566445,1.0
21,14,bsps,0.2,1.0,100,15,5,23,17.948,540.2374707070708,0.04899447288750695,0.8770101010101009,46.3774412116381,118.0,36.636,67.468,0.4445323627156196,0.6940589765828274,0,0.3180550019928258,1.0
22,14,bsps,0.2,0.95,95,15,4,23,19.356,538.0027106382979,0.04378124063119753,0.845191489361702,47.639110365086026,119.0,35.384,63.796,0.442052444156685,0.6912144702842378,0,0.326898866974402,1.0
23,14,bsps,0.2,1.0,100,17,4,23,17.692,537.6981010101011,0.04748596893701969,0.837979797979798,45.89453284373725,117.0,37.256,66.68,0.44644491913335366,0.6973287376130978,0,0.3198694410444716,1.0
24,14,bsps,0.2,1.0,100,13,4,22,16.416,540.2046222222222,0.05367174576369623,0.8797979797979798,45.66807738814994,116.0,36.94,67.044,0.4451588502269289,0.6972803347280335,0,0.32043530834340994,1.0
25,14,bsps,0.2,1.0,100,13,5,21,16.84,539.5073737373739,0.05179033829374387,0.869939393939394,46.45287172303382,117.0,37.288,66.716,0.4439677490938679,0.6964464966874122,0,0.3215929557734641,1.0
26,14,bsps,0.2,1.0,100,17,5,26,18.68,538.6211434343435,0.04568214975699241,0.8503434343434343,47.85634477254589,119.0,36.656,66.804,0.4430191630817364,0.6920466595970307,0,0.3306065442936951,1.0
27,14,bsps,0.2,1.0,100,19,4,24,18.728,538.8663191919193,0.04557293444499092,0.8515555555555556,45.42063014248445,118.0,36.768,67.712,0.4457085364909837,0.6933828346800611,0,0.30784667870760585,1.0
28,14,bsps,0.2,1.0,100,12,4,23,17.188,539.8768767676768,0.05113145501251796,0.877939393939394,45.78468705691716,116.0,37.12,66.932,0.44475942987636824,0.6906174467150077,0,0.3208426169738708,1.0
29,14,bsps,0.2,1.0,100,17,4,23,16.352,537.72578989899,0.05143827688383932,0.8374949494949494,46.416922761729154,116.0,37.16,66.172,0.4454302763819096,0.6931767833407178,0,0.330260192583487,1.0
30,14,bsps,0.2,1.0,100,15,5,23,18.664,541.1583434343435,0.04788694988582897,0.8916767676767676,44.9082385796928,118.0,36.52,68.56,0.44275067750677505,0.6940567312021612,0,0.3099940155595452,1.0
31,14,bsps,0.2,1.0,100,11,5,22,15.988,542.9732080808081,0.05835802067633853,0.9304242424242425,46.61587628865979,117.0,37.252,67.352,0.4439843570278353,0.6897430452325335,0,0.32639175257731956,1.0
32,14,bsps,0.2,1.0,100,14,4,21,17.116,540.6824565656566,0.05179996535208093,0.8850909090909092,46.602521703183136,117.0,36.464,67.384,0.4436741767764298,0.6865671641791045,0,0.3288548987184787,1.0
33,14,bsps,0.2,1.0,100,17,5,22,16.796,539.7467878787879,0.05184666006889949,0.8686060606060606,45.051607780865425,117.0,37.32,67.968,0.44303186353395557,0.6913823272090989,0,0.31341802302500993,1.0
34,14,bsps,0.2,1.0,100,11,5,23,17.492,542.743793939394,0.05253200688582525,0.9180202020202021,45.39273731991317,117.0,35.824,68.02,0.443643463242472,0.6945063855665924,0,0.3110321689362542,1.0
35,14,bsps,0.2,1.0,100,12,5,20,15.64,539.9329252525253,0.05633409540808921,0.8774545454545455,44.95494243747519,116.0,37.176,66.692,0.4451353605823917,0.6997714523166424,0,0.31897578404128624,1.0
36,14,bsps,0.2,1.0,100,14,5,19,16.128,540.6449696969697,0.05496435513803935,0.8845656565656566,45.37055417700579,116.0,36.528,67.496,0.4444869246062089,0.6887842465753424,0,0.32464846980976014,1.0
37,14,bsps,0.2,1.0,100,14,5,24,18.208,539.948795959596,0.048503330119443265,0.8814141414141414,46.626639344262294,117.0,37.148,66.544,0.4450045829514207,0.6917131816230142,0,0.3264344262295082,1.0
38,14,bsps,0.2,1.0,100,19,4,28,19.768,536.9611191919192,0.04192403925290953,0.8244444444444444,49.0018281535649,120.0,37.48,66.884,0.44287878787878787,0.6864583333333333,0,0.3327239488117002,1.0
39,14,bsps,0.2,1.0,100,12,5,23,16.916,540.0156646464648,0.05214642980762692,0.8787474747474748,45.859079130954754,117.0,36.984,66.548,0.44462972788600014,0.6958602038693572,0,0.32051026509866454,1.0
0,14,baps,0.2,0.99,99,16,4,24,15.5,529.7875877551021,0.03160155490767736,0.6886530612244898,63.855542216886754,124.0,29.012,54.0,0.5563978168587023,0.6401657874905803,0,0.45138055222088835,1.0
1,14,baps,0.2,1.0,100,16,5,23,15.244,531.0885616161617,0.03546715603237342,0.7126868686868688,62.659338482867895,123.0,29.932,55.744,0.5557624972062877,0.6405106063450348,0,0.44285997227173696,1.0
2,14,baps,0.2,1.0,100,12,4,22,14.5,533.439090909091,0.04091433818706546,0.7529292929292929,59.95026962252846,122.0,29.96,56.5,0.556542689354013,0.6439248754311997,0,0.42780107849011384,1.0
3,14,baps,0.2,0.99,99,12,4,22,13.304,531.0028489795918,0.03606901669758813,0.7069795918367346,65.82935153583618,122.0,27.348,52.316,0.5578568572570972,0.6448448448448448,0,0.4689821321019875,1.0
4,14,baps,0.2,1.0,100,14,5,22,14.0,531.1585010101011,0.037348025711662076,0.7146666666666668,60.41743025860313,121.0,29.748,55.0,0.556469708302169,0.6471734892787524,0,0.43860720830788025,1.0
5,14,baps,0.2,1.0,100,19,5,23,15.0,530.7608040404041,0.03617943409247757,0.7044040404040404,61.5834008097166,123.0,29.764,56.0,0.5550582606682615,0.6415393771077167,0,0.4368421052631579,1.0
6,14,baps,0.2,0.99,99,11,5,22,15.044,534.2475877551021,0.03965836940836941,0.7635102040816326,59.92548859934853,122.0,28.82,56.072,0.556184668989547,0.6426991150442478,0,0.42406351791530944,1.0
7,14,baps,0.2,0.99,99,15,5,24,15.156,531.2256489795919,0.03485860058309038,0.7133469387755103,61.81852237252862,124.0,29.108,54.836,0.5552174985609736,0.6463281760732186,0,0.4287200832466181,1.0
8,14,baps,0.2,1.0,100,16,4,23,15.5,530.6678505050505,0.03415920070267896,0.7045252525252527,61.577596741344195,123.0,29.752,55.5,0.5531304763422017,0.6420357751277683,0,0.43543788187372706,1.0
9,14,baps,0.2,1.0,100,12,4,21,14.0,532.9264282828283,0.040940836940836944,0.7467070707070707,59.89810945273632,121.0,30.108,56.016,0.5551680641092231,0.6410013275175422,0,0.43084577114427863,1.0
10,14,baps,0.2,1.0,100,17,5,22,14.0,531.1653090909091,0.037918579736761555,0.709010101010101,61.311854103343464,122.0,28.808,55.0,0.5563983361879129,0.645916860097067,0,0.4421479229989868,1.0
11,14,baps,0.2,1.0,100,19,5,22,14.0,529.9232323232324,0.03629874502601776,0.6901818181818182,61.705164701098006,121.0,28.696,54.512,0.554842699234753,0.6401343077226941,0,0.4579097193981293,1.0
12,14,baps,0.2,1.0,100,11,4,22,13.508,532.4142141414143,0.039450015304560763,0.7365252525252525,62.209709911361806,122.0,29.1,54.508,0.555366926460375,0.6423328704622099,0,0.4520547945205479,1.0
13,14,baps,0.2,1.0,100,10,5,20,12.5,532.3275232323232,0.04263434343434343,0.7363232323232324,62.650167084377614,120.0,29.104,54.0,0.5535430568795678,0.6445731445731445,0,0.4523809523809524,1.0
14,14,baps,0.2,1.0,100,18,4,23,16.0,532.0158747474748,0.03532640413799834,0.7225050505050504,59.338763493621194,123.0,29.544,57.036,0.5587501947950756,0.645954316686024,0,0.42060843964671246,1.0
15,14,baps,0.2,0.99,99,11,4,21,14.0,532.7644040816327,0.03906511175898931,0.738,60.462674489176614,120.0,28.176,54.5,0.5579517069109076,0.6468354430379747,0,0.4402184907950637,1.0
16,14,baps,0.2,1.0,100,13,5,21,13.648,533.7024282828285,0.04454064454064454,0.7572929292929294,58.10141364474493,120.0,30.46,57.216,0.5557214712354606,0.6484505862646566,0,0.4146691251792665,1.0
17,14,baps,0.2,1.0,100,16,5,20,13.5,531.8080000000001,0.040954978354978355,0.7212525252525253,58.063345633456336,120.0,29.316,55.86,0.5546368352788587,0.6445111492281304,0,0.4266092660926609,1.0
18,14,baps,0.2,1.0,100,10,5,19,13.0,533.4694747474748,0.04512068048910155,0.754020202020202,58.284903748733534,119.0,29.808,56.228,0.554556922106591,0.643687707641196,0,0.42857142857142855,1.0
19,14,baps,0.2,1.0,100,13,4,24,15.0,532.6759474747475,0.0384040404040404,0.7392727272727272,61.950622240064234,124.0,29.312,55.5,0.5547867940136872,0.6400153757447626,0,0.4439983942191891,1.0
20,14,baps,0.2,1.0,100,13,4,23,14.5,531.9049212121214,0.03746567120480164,0.7252525252525253,64.82369649016027,123.0,29.2,55.0,0.553381053914103,0.636967565455256,0,0.45729356867518767,1.0
21,14,baps,0.2,1.0,100,15,5,23,14.592,531.5640080808082,0.03612400401530837,0.7159595959595959,63.448385811080115,123.0,28.852,55.116,0.553160453808752,0.6336048879837067,0,0.45177361498605023,1.0
22,14,baps,0.2,0.95,95,15,4,23,14.0,529.590510638298,0.03290323774283071,0.686,63.25178346621905,123.0,26.516,50.5,0.5588817417120238,0.646491588018055,0,0.4567771716323961,1.0
23,14,baps,0.2,1.0,100,17,4,23,14.652,530.7217737373737,0.03636777715038585,0.7055353535353536,60.47450020399837,122.0,29.828,55.664,0.5574815390594636,0.651381780962129,0,0.42860057119543044,1.0
24,14,baps,0.2,1.0,100,13,4,22,14.0,532.0372080808081,0.038710743801652896,0.7271919191919192,62.18278919790407,122.0,29.16,55.076,0.5559505409582689,0.6430830039525691,0,0.4417573559048771,1.0
25,14,baps,0.2,1.0,100,13,5,21,13.5,532.0422383838385,0.04085233285233285,0.7292121212121212,61.473684210526315,121.0,29.352,55.024,0.5587656935410679,0.6472148541114059,0,0.43986391835101063,1.0
26,14,baps,0.2,1.0,100,17,5,26,16.5,530.854888888889,0.031323565323565325,0.7037575757575758,63.81644054269753,126.0,28.828,55.0,0.5588705807070868,0.6472589035614246,0,0.4397446129289705,1.0
27,14,baps,0.2,1.0,100,19,4,24,16.548,531.8898020202021,0.035048597081930415,0.7235151515151516,59.76760987357014,124.0,30.468,57.548,0.5546324867473692,0.6420489611191113,0,0.41561308448725665,1.0
28,14,baps,0.2,1.0,100,12,4,23,15.5,531.8932282828283,0.03483377250768555,0.7254949494949495,62.41421916143407,122.0,29.676,55.5,0.5549104983067247,0.6404702970297029,0,0.4389305246100871,1.0
29,14,baps,0.2,1.0,100,17,4,23,14.5,530.1492525252526,0.035371102327624075,0.6947070707070707,64.22925629993854,123.0,29.472,54.624,0.553302340493748,0.6392961876832844,0,0.45298094652735094,1.0
30,14,baps,0.2,1.0,100,15,5,23,15.0,532.5171151515152,0.03626074408683105,0.7301010101010101,61.20386993816078,122.0,27.996,55.388,0.558008658008658,0.6425531914893617,0,0.4404548174745661,1.0
31,14,baps,0.2,1.0,100,11,5,22,13.5,534.2138585858586,0.042685399449035814,0.7669494949494949,61.99154639175258,122.0,28.572,54.5,0.5576683291770573,0.6504676697844652,0,0.4445360824742268,1.0
32,14,baps,0.2,1.0,100,14,4,21,13.5,532.303406060606,0.041124579124579126,0.7303838383838385,61.509301364200084,121.0,29.692,56.0,0.5529241179313679,0.6358560794044665,0,0.45059942124844976,1.0
33,14,baps,0.2,1.0,100,17,5,22,13.5,531.425785858586,0.03928852157943067,0.7113131313131313,61.93370385073442,122.0,28.348,54.884,0.5568685376661743,0.6439551308683008,0,0.4410480349344978,1.0
